DateKey,DateInt,MonthName,DayOfWeekName,Year,QuarterOfYear,MonthOfYear,DayOfMonth
2017-09-26 00:00:00.000,20170926,"September","Tuesday",2017,3,9,26
2017-09-27 00:00:00.000,20170927,"September","Wednesday",2017,3,9,27
2017-09-28 00:00:00.000,20170928,"September","Thursday",2017,3,9,28
2017-09-29 00:00:00.000,20170929,"September","Friday",2017,3,9,29
2017-09-30 00:00:00.000,20170930,"September","Saturday",2017,3,9,30
2018-09-01 00:00:00.000,20180901,"September","Saturday",2018,3,9,1
2018-09-02 00:00:00.000,20180902,"September","Sunday",2018,3,9,2
2018-09-03 00:00:00.000,20180903,"September","Monday",2018,3,9,3
2018-09-04 00:00:00.000,20180904,"September","Tuesday",2018,3,9,4
2018-09-05 00:00:00.000,20180905,"September","Wednesday",2018,3,9,5
2018-09-06 00:00:00.000,20180906,"September","Thursday",2018,3,9,6
2018-09-07 00:00:00.000,20180907,"September","Friday",2018,3,9,7
2018-09-08 00:00:00.000,20180908,"September","Saturday",2018,3,9,8
2018-09-09 00:00:00.000,20180909,"September","Sunday",2018,3,9,9
2018-09-10 00:00:00.000,20180910,"September","Monday",2018,3,9,10
2018-09-11 00:00:00.000,20180911,"September","Tuesday",2018,3,9,11
2018-09-12 00:00:00.000,20180912,"September","Wednesday",2018,3,9,12
2018-09-13 00:00:00.000,20180913,"September","Thursday",2018,3,9,13
2018-09-14 00:00:00.000,20180914,"September","Friday",2018,3,9,14
2018-09-15 00:00:00.000,20180915,"September","Saturday",2018,3,9,15
2018-09-16 00:00:00.000,20180916,"September","Sunday",2018,3,9,16
2018-09-17 00:00:00.000,20180917,"September","Monday",2018,3,9,17
2018-09-18 00:00:00.000,20180918,"September","Tuesday",2018,3,9,18
2018-09-19 00:00:00.000,20180919,"September","Wednesday",2018,3,9,19
2018-09-20 00:00:00.000,20180920,"September","Thursday",2018,3,9,20
2018-09-21 00:00:00.000,20180921,"September","Friday",2018,3,9,21
2018-09-22 00:00:00.000,20180922,"September","Saturday",2018,3,9,22
2018-09-23 00:00:00.000,20180923,"September","Sunday",2018,3,9,23
2018-09-24 00:00:00.000,20180924,"September","Monday",2018,3,9,24
2018-09-25 00:00:00.000,20180925,"September","Tuesday",2018,3,9,25
2018-09-26 00:00:00.000,20180926,"September","Wednesday",2018,3,9,26
2018-09-27 00:00:00.000,20180927,"September","Thursday",2018,3,9,27
2018-09-28 00:00:00.000,20180928,"September","Friday",2018,3,9,28
2018-09-29 00:00:00.000,20180929,"September","Saturday",2018,3,9,29
2018-09-30 00:00:00.000,20180930,"September","Sunday",2018,3,9,30
2005-11-01 00:00:00.000,20051101,"November","Tuesday",2005,4,11,1
2005-11-02 00:00:00.000,20051102,"November","Wednesday",2005,4,11,2
2005-11-03 00:00:00.000,20051103,"November","Thursday",2005,4,11,3
2005-11-04 00:00:00.000,20051104,"November","Friday",2005,4,11,4
2005-11-05 00:00:00.000,20051105,"November","Saturday",2005,4,11,5
2005-11-06 00:00:00.000,20051106,"November","Sunday",2005,4,11,6
2005-11-07 00:00:00.000,20051107,"November","Monday",2005,4,11,7
2005-11-08 00:00:00.000,20051108,"November","Tuesday",2005,4,11,8
2005-11-09 00:00:00.000,20051109,"November","Wednesday",2005,4,11,9
2005-11-10 00:00:00.000,20051110,"November","Thursday",2005,4,11,10
2005-11-11 00:00:00.000,20051111,"November","Friday",2005,4,11,11
2005-11-12 00:00:00.000,20051112,"November","Saturday",2005,4,11,12
2005-11-13 00:00:00.000,20051113,"November","Sunday",2005,4,11,13
2005-11-14 00:00:00.000,20051114,"November","Monday",2005,4,11,14
2005-11-15 00:00:00.000,20051115,"November","Tuesday",2005,4,11,15
2005-11-16 00:00:00.000,20051116,"November","Wednesday",2005,4,11,16
2005-11-17 00:00:00.000,20051117,"November","Thursday",2005,4,11,17
2005-11-18 00:00:00.000,20051118,"November","Friday",2005,4,11,18
2005-11-19 00:00:00.000,20051119,"November","Saturday",2005,4,11,19
2005-11-20 00:00:00.000,20051120,"November","Sunday",2005,4,11,20
2005-11-21 00:00:00.000,20051121,"November","Monday",2005,4,11,21
2005-11-22 00:00:00.000,20051122,"November","Tuesday",2005,4,11,22
2005-11-23 00:00:00.000,20051123,"November","Wednesday",2005,4,11,23
2005-11-24 00:00:00.000,20051124,"November","Thursday",2005,4,11,24
2005-11-25 00:00:00.000,20051125,"November","Friday",2005,4,11,25
2005-11-26 00:00:00.000,20051126,"November","Saturday",2005,4,11,26
2005-11-27 00:00:00.000,20051127,"November","Sunday",2005,4,11,27
2005-11-28 00:00:00.000,20051128,"November","Monday",2005,4,11,28
2005-11-29 00:00:00.000,20051129,"November","Tuesday",2005,4,11,29
2005-11-30 00:00:00.000,20051130,"November","Wednesday",2005,4,11,30
2006-11-01 00:00:00.000,20061101,"November","Wednesday",2006,4,11,1
2006-11-02 00:00:00.000,20061102,"November","Thursday",2006,4,11,2
2006-11-03 00:00:00.000,20061103,"November","Friday",2006,4,11,3
2006-11-04 00:00:00.000,20061104,"November","Saturday",2006,4,11,4
2006-11-05 00:00:00.000,20061105,"November","Sunday",2006,4,11,5
2006-11-06 00:00:00.000,20061106,"November","Monday",2006,4,11,6
2006-11-07 00:00:00.000,20061107,"November","Tuesday",2006,4,11,7
2006-11-08 00:00:00.000,20061108,"November","Wednesday",2006,4,11,8
2006-11-09 00:00:00.000,20061109,"November","Thursday",2006,4,11,9
2006-11-10 00:00:00.000,20061110,"November","Friday",2006,4,11,10
2006-11-11 00:00:00.000,20061111,"November","Saturday",2006,4,11,11
2006-11-12 00:00:00.000,20061112,"November","Sunday",2006,4,11,12
2006-11-13 00:00:00.000,20061113,"November","Monday",2006,4,11,13
2006-11-14 00:00:00.000,20061114,"November","Tuesday",2006,4,11,14
2006-11-15 00:00:00.000,20061115,"November","Wednesday",2006,4,11,15
2006-11-16 00:00:00.000,20061116,"November","Thursday",2006,4,11,16
2006-11-17 00:00:00.000,20061117,"November","Friday",2006,4,11,17
2006-11-18 00:00:00.000,20061118,"November","Saturday",2006,4,11,18
2006-11-19 00:00:00.000,20061119,"November","Sunday",2006,4,11,19
2006-11-20 00:00:00.000,20061120,"November","Monday",2006,4,11,20
2006-11-21 00:00:00.000,20061121,"November","Tuesday",2006,4,11,21
2006-11-22 00:00:00.000,20061122,"November","Wednesday",2006,4,11,22
2006-11-23 00:00:00.000,20061123,"November","Thursday",2006,4,11,23
2006-11-24 00:00:00.000,20061124,"November","Friday",2006,4,11,24
2006-11-25 00:00:00.000,20061125,"November","Saturday",2006,4,11,25
2006-11-26 00:00:00.000,20061126,"November","Sunday",2006,4,11,26
2006-11-27 00:00:00.000,20061127,"November","Monday",2006,4,11,27
2006-11-28 00:00:00.000,20061128,"November","Tuesday",2006,4,11,28
2006-11-29 00:00:00.000,20061129,"November","Wednesday",2006,4,11,29
2006-11-30 00:00:00.000,20061130,"November","Thursday",2006,4,11,30
2007-11-01 00:00:00.000,20071101,"November","Thursday",2007,4,11,1
2007-11-02 00:00:00.000,20071102,"November","Friday",2007,4,11,2
2007-11-03 00:00:00.000,20071103,"November","Saturday",2007,4,11,3
2007-11-04 00:00:00.000,20071104,"November","Sunday",2007,4,11,4
2007-11-05 00:00:00.000,20071105,"November","Monday",2007,4,11,5
2007-11-06 00:00:00.000,20071106,"November","Tuesday",2007,4,11,6
2007-11-07 00:00:00.000,20071107,"November","Wednesday",2007,4,11,7
2007-11-08 00:00:00.000,20071108,"November","Thursday",2007,4,11,8
2007-11-09 00:00:00.000,20071109,"November","Friday",2007,4,11,9
2007-11-10 00:00:00.000,20071110,"November","Saturday",2007,4,11,10
2007-11-11 00:00:00.000,20071111,"November","Sunday",2007,4,11,11
2007-11-12 00:00:00.000,20071112,"November","Monday",2007,4,11,12
2007-11-13 00:00:00.000,20071113,"November","Tuesday",2007,4,11,13
2007-11-14 00:00:00.000,20071114,"November","Wednesday",2007,4,11,14
2007-11-15 00:00:00.000,20071115,"November","Thursday",2007,4,11,15
2007-11-16 00:00:00.000,20071116,"November","Friday",2007,4,11,16
2007-11-17 00:00:00.000,20071117,"November","Saturday",2007,4,11,17
2007-11-18 00:00:00.000,20071118,"November","Sunday",2007,4,11,18
2007-11-19 00:00:00.000,20071119,"November","Monday",2007,4,11,19
2007-11-20 00:00:00.000,20071120,"November","Tuesday",2007,4,11,20
2007-11-21 00:00:00.000,20071121,"November","Wednesday",2007,4,11,21
2007-11-22 00:00:00.000,20071122,"November","Thursday",2007,4,11,22
2007-11-23 00:00:00.000,20071123,"November","Friday",2007,4,11,23
2007-11-24 00:00:00.000,20071124,"November","Saturday",2007,4,11,24
2007-11-25 00:00:00.000,20071125,"November","Sunday",2007,4,11,25
2007-11-26 00:00:00.000,20071126,"November","Monday",2007,4,11,26
2007-11-27 00:00:00.000,20071127,"November","Tuesday",2007,4,11,27
2007-11-28 00:00:00.000,20071128,"November","Wednesday",2007,4,11,28
2007-11-29 00:00:00.000,20071129,"November","Thursday",2007,4,11,29
2007-11-30 00:00:00.000,20071130,"November","Friday",2007,4,11,30
2008-11-01 00:00:00.000,20081101,"November","Saturday",2008,4,11,1
2008-11-02 00:00:00.000,20081102,"November","Sunday",2008,4,11,2
2008-11-03 00:00:00.000,20081103,"November","Monday",2008,4,11,3
2008-11-04 00:00:00.000,20081104,"November","Tuesday",2008,4,11,4
2008-11-05 00:00:00.000,20081105,"November","Wednesday",2008,4,11,5
2008-11-06 00:00:00.000,20081106,"November","Thursday",2008,4,11,6
2008-11-07 00:00:00.000,20081107,"November","Friday",2008,4,11,7
2008-11-08 00:00:00.000,20081108,"November","Saturday",2008,4,11,8
2008-11-09 00:00:00.000,20081109,"November","Sunday",2008,4,11,9
2008-11-10 00:00:00.000,20081110,"November","Monday",2008,4,11,10
2008-11-11 00:00:00.000,20081111,"November","Tuesday",2008,4,11,11
2008-11-12 00:00:00.000,20081112,"November","Wednesday",2008,4,11,12
2008-11-13 00:00:00.000,20081113,"November","Thursday",2008,4,11,13
2008-11-14 00:00:00.000,20081114,"November","Friday",2008,4,11,14
2008-11-15 00:00:00.000,20081115,"November","Saturday",2008,4,11,15
2008-11-16 00:00:00.000,20081116,"November","Sunday",2008,4,11,16
2008-11-17 00:00:00.000,20081117,"November","Monday",2008,4,11,17
2008-11-18 00:00:00.000,20081118,"November","Tuesday",2008,4,11,18
2008-11-19 00:00:00.000,20081119,"November","Wednesday",2008,4,11,19
2008-11-20 00:00:00.000,20081120,"November","Thursday",2008,4,11,20
2008-11-21 00:00:00.000,20081121,"November","Friday",2008,4,11,21
2008-11-22 00:00:00.000,20081122,"November","Saturday",2008,4,11,22
2008-11-23 00:00:00.000,20081123,"November","Sunday",2008,4,11,23
2008-11-24 00:00:00.000,20081124,"November","Monday",2008,4,11,24
2008-11-25 00:00:00.000,20081125,"November","Tuesday",2008,4,11,25
2008-11-26 00:00:00.000,20081126,"November","Wednesday",2008,4,11,26
2008-11-27 00:00:00.000,20081127,"November","Thursday",2008,4,11,27
2008-11-28 00:00:00.000,20081128,"November","Friday",2008,4,11,28
2008-11-29 00:00:00.000,20081129,"November","Saturday",2008,4,11,29
2008-11-30 00:00:00.000,20081130,"November","Sunday",2008,4,11,30
2009-11-01 00:00:00.000,20091101,"November","Sunday",2009,4,11,1
2009-11-02 00:00:00.000,20091102,"November","Monday",2009,4,11,2
2009-11-03 00:00:00.000,20091103,"November","Tuesday",2009,4,11,3
2009-11-04 00:00:00.000,20091104,"November","Wednesday",2009,4,11,4
2009-11-05 00:00:00.000,20091105,"November","Thursday",2009,4,11,5
2009-11-06 00:00:00.000,20091106,"November","Friday",2009,4,11,6
2009-11-07 00:00:00.000,20091107,"November","Saturday",2009,4,11,7
2009-11-08 00:00:00.000,20091108,"November","Sunday",2009,4,11,8
2009-11-09 00:00:00.000,20091109,"November","Monday",2009,4,11,9
2009-11-10 00:00:00.000,20091110,"November","Tuesday",2009,4,11,10
2009-11-11 00:00:00.000,20091111,"November","Wednesday",2009,4,11,11
2009-11-12 00:00:00.000,20091112,"November","Thursday",2009,4,11,12
2009-11-13 00:00:00.000,20091113,"November","Friday",2009,4,11,13
2009-11-14 00:00:00.000,20091114,"November","Saturday",2009,4,11,14
2009-11-15 00:00:00.000,20091115,"November","Sunday",2009,4,11,15
2009-11-16 00:00:00.000,20091116,"November","Monday",2009,4,11,16
2009-11-17 00:00:00.000,20091117,"November","Tuesday",2009,4,11,17
2009-11-18 00:00:00.000,20091118,"November","Wednesday",2009,4,11,18
2009-11-19 00:00:00.000,20091119,"November","Thursday",2009,4,11,19
2009-11-20 00:00:00.000,20091120,"November","Friday",2009,4,11,20
2009-11-21 00:00:00.000,20091121,"November","Saturday",2009,4,11,21
2009-11-22 00:00:00.000,20091122,"November","Sunday",2009,4,11,22
2009-11-23 00:00:00.000,20091123,"November","Monday",2009,4,11,23
2009-11-24 00:00:00.000,20091124,"November","Tuesday",2009,4,11,24
2009-11-25 00:00:00.000,20091125,"November","Wednesday",2009,4,11,25
2009-11-26 00:00:00.000,20091126,"November","Thursday",2009,4,11,26
2009-11-27 00:00:00.000,20091127,"November","Friday",2009,4,11,27
2009-11-28 00:00:00.000,20091128,"November","Saturday",2009,4,11,28
2009-11-29 00:00:00.000,20091129,"November","Sunday",2009,4,11,29
2009-11-30 00:00:00.000,20091130,"November","Monday",2009,4,11,30
2010-11-01 00:00:00.000,20101101,"November","Monday",2010,4,11,1
2010-11-02 00:00:00.000,20101102,"November","Tuesday",2010,4,11,2
2010-11-03 00:00:00.000,20101103,"November","Wednesday",2010,4,11,3
2010-11-04 00:00:00.000,20101104,"November","Thursday",2010,4,11,4
2010-11-05 00:00:00.000,20101105,"November","Friday",2010,4,11,5
2010-11-06 00:00:00.000,20101106,"November","Saturday",2010,4,11,6
2010-11-07 00:00:00.000,20101107,"November","Sunday",2010,4,11,7
2010-11-08 00:00:00.000,20101108,"November","Monday",2010,4,11,8
2010-11-09 00:00:00.000,20101109,"November","Tuesday",2010,4,11,9
2010-11-10 00:00:00.000,20101110,"November","Wednesday",2010,4,11,10
2010-11-11 00:00:00.000,20101111,"November","Thursday",2010,4,11,11
2010-11-12 00:00:00.000,20101112,"November","Friday",2010,4,11,12
2010-11-13 00:00:00.000,20101113,"November","Saturday",2010,4,11,13
2010-11-14 00:00:00.000,20101114,"November","Sunday",2010,4,11,14
2010-11-15 00:00:00.000,20101115,"November","Monday",2010,4,11,15
2010-11-16 00:00:00.000,20101116,"November","Tuesday",2010,4,11,16
2010-11-17 00:00:00.000,20101117,"November","Wednesday",2010,4,11,17
2010-11-18 00:00:00.000,20101118,"November","Thursday",2010,4,11,18
2010-11-19 00:00:00.000,20101119,"November","Friday",2010,4,11,19
2010-11-20 00:00:00.000,20101120,"November","Saturday",2010,4,11,20
2010-11-21 00:00:00.000,20101121,"November","Sunday",2010,4,11,21
2010-11-22 00:00:00.000,20101122,"November","Monday",2010,4,11,22
2010-11-23 00:00:00.000,20101123,"November","Tuesday",2010,4,11,23
2010-11-24 00:00:00.000,20101124,"November","Wednesday",2010,4,11,24
2010-11-25 00:00:00.000,20101125,"November","Thursday",2010,4,11,25
2010-11-26 00:00:00.000,20101126,"November","Friday",2010,4,11,26
2010-11-27 00:00:00.000,20101127,"November","Saturday",2010,4,11,27
2010-11-28 00:00:00.000,20101128,"November","Sunday",2010,4,11,28
2010-11-29 00:00:00.000,20101129,"November","Monday",2010,4,11,29
2010-11-30 00:00:00.000,20101130,"November","Tuesday",2010,4,11,30
2011-11-01 00:00:00.000,20111101,"November","Tuesday",2011,4,11,1
2011-11-02 00:00:00.000,20111102,"November","Wednesday",2011,4,11,2
2011-11-03 00:00:00.000,20111103,"November","Thursday",2011,4,11,3
2011-11-04 00:00:00.000,20111104,"November","Friday",2011,4,11,4
2011-11-05 00:00:00.000,20111105,"November","Saturday",2011,4,11,5
2011-11-06 00:00:00.000,20111106,"November","Sunday",2011,4,11,6
2011-11-07 00:00:00.000,20111107,"November","Monday",2011,4,11,7
2011-11-08 00:00:00.000,20111108,"November","Tuesday",2011,4,11,8
2011-11-09 00:00:00.000,20111109,"November","Wednesday",2011,4,11,9
2011-11-10 00:00:00.000,20111110,"November","Thursday",2011,4,11,10
2011-11-11 00:00:00.000,20111111,"November","Friday",2011,4,11,11
2011-11-12 00:00:00.000,20111112,"November","Saturday",2011,4,11,12
2011-11-13 00:00:00.000,20111113,"November","Sunday",2011,4,11,13
2011-11-14 00:00:00.000,20111114,"November","Monday",2011,4,11,14
2011-11-15 00:00:00.000,20111115,"November","Tuesday",2011,4,11,15
2011-11-16 00:00:00.000,20111116,"November","Wednesday",2011,4,11,16
2011-11-17 00:00:00.000,20111117,"November","Thursday",2011,4,11,17
2011-11-18 00:00:00.000,20111118,"November","Friday",2011,4,11,18
2011-11-19 00:00:00.000,20111119,"November","Saturday",2011,4,11,19
2011-11-20 00:00:00.000,20111120,"November","Sunday",2011,4,11,20
2011-11-21 00:00:00.000,20111121,"November","Monday",2011,4,11,21
2011-11-22 00:00:00.000,20111122,"November","Tuesday",2011,4,11,22
2011-11-23 00:00:00.000,20111123,"November","Wednesday",2011,4,11,23
2011-11-24 00:00:00.000,20111124,"November","Thursday",2011,4,11,24
2011-11-25 00:00:00.000,20111125,"November","Friday",2011,4,11,25
2011-11-26 00:00:00.000,20111126,"November","Saturday",2011,4,11,26
2011-11-27 00:00:00.000,20111127,"November","Sunday",2011,4,11,27
2011-11-28 00:00:00.000,20111128,"November","Monday",2011,4,11,28
2011-11-29 00:00:00.000,20111129,"November","Tuesday",2011,4,11,29
2011-11-30 00:00:00.000,20111130,"November","Wednesday",2011,4,11,30
2012-11-01 00:00:00.000,20121101,"November","Thursday",2012,4,11,1
2012-11-02 00:00:00.000,20121102,"November","Friday",2012,4,11,2
2012-11-03 00:00:00.000,20121103,"November","Saturday",2012,4,11,3
2012-11-04 00:00:00.000,20121104,"November","Sunday",2012,4,11,4
2012-11-05 00:00:00.000,20121105,"November","Monday",2012,4,11,5
2012-11-06 00:00:00.000,20121106,"November","Tuesday",2012,4,11,6
2012-11-07 00:00:00.000,20121107,"November","Wednesday",2012,4,11,7
2012-11-08 00:00:00.000,20121108,"November","Thursday",2012,4,11,8
2012-11-09 00:00:00.000,20121109,"November","Friday",2012,4,11,9
2012-11-10 00:00:00.000,20121110,"November","Saturday",2012,4,11,10
2012-11-11 00:00:00.000,20121111,"November","Sunday",2012,4,11,11
2012-11-12 00:00:00.000,20121112,"November","Monday",2012,4,11,12
2012-11-13 00:00:00.000,20121113,"November","Tuesday",2012,4,11,13
2012-11-14 00:00:00.000,20121114,"November","Wednesday",2012,4,11,14
2012-11-15 00:00:00.000,20121115,"November","Thursday",2012,4,11,15
2012-11-16 00:00:00.000,20121116,"November","Friday",2012,4,11,16
2012-11-17 00:00:00.000,20121117,"November","Saturday",2012,4,11,17
2012-11-18 00:00:00.000,20121118,"November","Sunday",2012,4,11,18
2012-11-19 00:00:00.000,20121119,"November","Monday",2012,4,11,19
2012-11-20 00:00:00.000,20121120,"November","Tuesday",2012,4,11,20
2012-11-21 00:00:00.000,20121121,"November","Wednesday",2012,4,11,21
2012-11-22 00:00:00.000,20121122,"November","Thursday",2012,4,11,22
2012-11-23 00:00:00.000,20121123,"November","Friday",2012,4,11,23
2012-11-24 00:00:00.000,20121124,"November","Saturday",2012,4,11,24
2012-11-25 00:00:00.000,20121125,"November","Sunday",2012,4,11,25
2012-11-26 00:00:00.000,20121126,"November","Monday",2012,4,11,26
2012-11-27 00:00:00.000,20121127,"November","Tuesday",2012,4,11,27
2012-11-28 00:00:00.000,20121128,"November","Wednesday",2012,4,11,28
2012-11-29 00:00:00.000,20121129,"November","Thursday",2012,4,11,29
2012-11-30 00:00:00.000,20121130,"November","Friday",2012,4,11,30
2013-11-01 00:00:00.000,20131101,"November","Friday",2013,4,11,1
2013-11-02 00:00:00.000,20131102,"November","Saturday",2013,4,11,2
2013-11-03 00:00:00.000,20131103,"November","Sunday",2013,4,11,3
2013-11-04 00:00:00.000,20131104,"November","Monday",2013,4,11,4
2013-11-05 00:00:00.000,20131105,"November","Tuesday",2013,4,11,5
2013-11-06 00:00:00.000,20131106,"November","Wednesday",2013,4,11,6
2013-11-07 00:00:00.000,20131107,"November","Thursday",2013,4,11,7
2013-11-08 00:00:00.000,20131108,"November","Friday",2013,4,11,8
2013-11-09 00:00:00.000,20131109,"November","Saturday",2013,4,11,9
2013-11-10 00:00:00.000,20131110,"November","Sunday",2013,4,11,10
2013-11-11 00:00:00.000,20131111,"November","Monday",2013,4,11,11
2013-11-12 00:00:00.000,20131112,"November","Tuesday",2013,4,11,12
2013-11-13 00:00:00.000,20131113,"November","Wednesday",2013,4,11,13
2013-11-14 00:00:00.000,20131114,"November","Thursday",2013,4,11,14
2013-11-15 00:00:00.000,20131115,"November","Friday",2013,4,11,15
2013-11-16 00:00:00.000,20131116,"November","Saturday",2013,4,11,16
2013-11-17 00:00:00.000,20131117,"November","Sunday",2013,4,11,17
2013-11-18 00:00:00.000,20131118,"November","Monday",2013,4,11,18
2013-11-19 00:00:00.000,20131119,"November","Tuesday",2013,4,11,19
2013-11-20 00:00:00.000,20131120,"November","Wednesday",2013,4,11,20
2013-11-21 00:00:00.000,20131121,"November","Thursday",2013,4,11,21
2013-11-22 00:00:00.000,20131122,"November","Friday",2013,4,11,22
2013-11-23 00:00:00.000,20131123,"November","Saturday",2013,4,11,23
2013-11-24 00:00:00.000,20131124,"November","Sunday",2013,4,11,24
2013-11-25 00:00:00.000,20131125,"November","Monday",2013,4,11,25
2013-11-26 00:00:00.000,20131126,"November","Tuesday",2013,4,11,26
2013-11-27 00:00:00.000,20131127,"November","Wednesday",2013,4,11,27
2013-11-28 00:00:00.000,20131128,"November","Thursday",2013,4,11,28
2013-11-29 00:00:00.000,20131129,"November","Friday",2013,4,11,29
2013-11-30 00:00:00.000,20131130,"November","Saturday",2013,4,11,30
2014-11-01 00:00:00.000,20141101,"November","Saturday",2014,4,11,1
2014-11-02 00:00:00.000,20141102,"November","Sunday",2014,4,11,2
2014-11-03 00:00:00.000,20141103,"November","Monday",2014,4,11,3
2014-11-04 00:00:00.000,20141104,"November","Tuesday",2014,4,11,4
2014-11-05 00:00:00.000,20141105,"November","Wednesday",2014,4,11,5
2014-11-06 00:00:00.000,20141106,"November","Thursday",2014,4,11,6
2014-11-07 00:00:00.000,20141107,"November","Friday",2014,4,11,7
2014-11-08 00:00:00.000,20141108,"November","Saturday",2014,4,11,8
2014-11-09 00:00:00.000,20141109,"November","Sunday",2014,4,11,9
2014-11-10 00:00:00.000,20141110,"November","Monday",2014,4,11,10
2014-11-11 00:00:00.000,20141111,"November","Tuesday",2014,4,11,11
2014-11-12 00:00:00.000,20141112,"November","Wednesday",2014,4,11,12
2014-11-13 00:00:00.000,20141113,"November","Thursday",2014,4,11,13
2014-11-14 00:00:00.000,20141114,"November","Friday",2014,4,11,14
2014-11-15 00:00:00.000,20141115,"November","Saturday",2014,4,11,15
2014-11-16 00:00:00.000,20141116,"November","Sunday",2014,4,11,16
2014-11-17 00:00:00.000,20141117,"November","Monday",2014,4,11,17
2014-11-18 00:00:00.000,20141118,"November","Tuesday",2014,4,11,18
2014-11-19 00:00:00.000,20141119,"November","Wednesday",2014,4,11,19
2014-11-20 00:00:00.000,20141120,"November","Thursday",2014,4,11,20
2014-11-21 00:00:00.000,20141121,"November","Friday",2014,4,11,21
2014-11-22 00:00:00.000,20141122,"November","Saturday",2014,4,11,22
2014-11-23 00:00:00.000,20141123,"November","Sunday",2014,4,11,23
2014-11-24 00:00:00.000,20141124,"November","Monday",2014,4,11,24
2014-11-25 00:00:00.000,20141125,"November","Tuesday",2014,4,11,25
2014-11-26 00:00:00.000,20141126,"November","Wednesday",2014,4,11,26
2014-11-27 00:00:00.000,20141127,"November","Thursday",2014,4,11,27
2014-11-28 00:00:00.000,20141128,"November","Friday",2014,4,11,28
2014-11-29 00:00:00.000,20141129,"November","Saturday",2014,4,11,29
2014-11-30 00:00:00.000,20141130,"November","Sunday",2014,4,11,30
2015-11-01 00:00:00.000,20151101,"November","Sunday",2015,4,11,1
2015-11-02 00:00:00.000,20151102,"November","Monday",2015,4,11,2
2015-11-03 00:00:00.000,20151103,"November","Tuesday",2015,4,11,3
2015-11-04 00:00:00.000,20151104,"November","Wednesday",2015,4,11,4
2015-11-05 00:00:00.000,20151105,"November","Thursday",2015,4,11,5
2015-11-06 00:00:00.000,20151106,"November","Friday",2015,4,11,6
2015-11-07 00:00:00.000,20151107,"November","Saturday",2015,4,11,7
2015-11-08 00:00:00.000,20151108,"November","Sunday",2015,4,11,8
2015-11-09 00:00:00.000,20151109,"November","Monday",2015,4,11,9
2015-11-10 00:00:00.000,20151110,"November","Tuesday",2015,4,11,10
2015-11-11 00:00:00.000,20151111,"November","Wednesday",2015,4,11,11
2015-11-12 00:00:00.000,20151112,"November","Thursday",2015,4,11,12
2015-11-13 00:00:00.000,20151113,"November","Friday",2015,4,11,13
2015-11-14 00:00:00.000,20151114,"November","Saturday",2015,4,11,14
2015-11-15 00:00:00.000,20151115,"November","Sunday",2015,4,11,15
2015-11-16 00:00:00.000,20151116,"November","Monday",2015,4,11,16
2015-11-17 00:00:00.000,20151117,"November","Tuesday",2015,4,11,17
2015-11-18 00:00:00.000,20151118,"November","Wednesday",2015,4,11,18
2015-11-19 00:00:00.000,20151119,"November","Thursday",2015,4,11,19
2015-11-20 00:00:00.000,20151120,"November","Friday",2015,4,11,20
2015-11-21 00:00:00.000,20151121,"November","Saturday",2015,4,11,21
2015-11-22 00:00:00.000,20151122,"November","Sunday",2015,4,11,22
2015-11-23 00:00:00.000,20151123,"November","Monday",2015,4,11,23
2015-11-24 00:00:00.000,20151124,"November","Tuesday",2015,4,11,24
2015-11-25 00:00:00.000,20151125,"November","Wednesday",2015,4,11,25
2015-11-26 00:00:00.000,20151126,"November","Thursday",2015,4,11,26
2015-11-27 00:00:00.000,20151127,"November","Friday",2015,4,11,27
2015-11-28 00:00:00.000,20151128,"November","Saturday",2015,4,11,28
2015-11-29 00:00:00.000,20151129,"November","Sunday",2015,4,11,29
2015-11-30 00:00:00.000,20151130,"November","Monday",2015,4,11,30
2016-11-01 00:00:00.000,20161101,"November","Tuesday",2016,4,11,1
2016-11-02 00:00:00.000,20161102,"November","Wednesday",2016,4,11,2
2016-11-03 00:00:00.000,20161103,"November","Thursday",2016,4,11,3
2016-11-04 00:00:00.000,20161104,"November","Friday",2016,4,11,4
2016-11-05 00:00:00.000,20161105,"November","Saturday",2016,4,11,5
2016-11-06 00:00:00.000,20161106,"November","Sunday",2016,4,11,6
2016-11-07 00:00:00.000,20161107,"November","Monday",2016,4,11,7
2016-11-08 00:00:00.000,20161108,"November","Tuesday",2016,4,11,8
2016-11-09 00:00:00.000,20161109,"November","Wednesday",2016,4,11,9
2016-11-10 00:00:00.000,20161110,"November","Thursday",2016,4,11,10
2016-11-11 00:00:00.000,20161111,"November","Friday",2016,4,11,11
2016-11-12 00:00:00.000,20161112,"November","Saturday",2016,4,11,12
2016-11-13 00:00:00.000,20161113,"November","Sunday",2016,4,11,13
2016-11-14 00:00:00.000,20161114,"November","Monday",2016,4,11,14
2016-11-15 00:00:00.000,20161115,"November","Tuesday",2016,4,11,15
2016-11-16 00:00:00.000,20161116,"November","Wednesday",2016,4,11,16
2016-11-17 00:00:00.000,20161117,"November","Thursday",2016,4,11,17
2016-11-18 00:00:00.000,20161118,"November","Friday",2016,4,11,18
2016-11-19 00:00:00.000,20161119,"November","Saturday",2016,4,11,19
2016-11-20 00:00:00.000,20161120,"November","Sunday",2016,4,11,20
2016-11-21 00:00:00.000,20161121,"November","Monday",2016,4,11,21
2016-11-22 00:00:00.000,20161122,"November","Tuesday",2016,4,11,22
